PersonNumber,GrantNumber
125533,61425
10472,61426
41574,61426
89473,61426
2896,61429
57834,61429
95835,61429
10422,61431
116062,61431
123055,61431
57796,61431
82217,61433
123598,61434
42270,61434
503655,61434
511228,61434
122519,61436
4663,61436
122461,61440
122463,61440
26272,61440
41032,61440
50060,61440
10767,61441
122542,61441
130341,61441
2118,61441
49381,61441
60614,61441
116925,61442
126928,61442
121708,61443
31902,61443
3780,61443
85830,61443
27818,61444
87312,61444
12769,61445
89412,61445
100413,61446
129034,61446
36518,61446
37867,61446
90865,61446
41146,61448
41147,61448
52032,61448
66300,61448
12907,61450
22302,61450
22302,61450
504788,61450
514723,61450
66336,61450
66336,61450
100014,61451
110068,61451
20033,61451
20034,61451
502792,61451
503001,61451
105052,61452
111148,61452
112021,61452
11690,61452
101439,61453
106468,61453
109481,61453
112144,61453
112145,61453
123036,61453
126046,61453
128492,61453
131718,61453
131753,61453
1887,61453
20584,61453
72125,61453
125430,61455
134453,61455
3476,61455
503161,61455
511584,61455
517999,61455
527966,61455
626771,61455
93802,61455
10152,61458
134893,61458
18732,61458
57985,61458
74678,61458
125685,61459
12810,61459
40859,61459
18779,61460
63081,61460
63081,61460
68463,61462
116932,61465
122934,61465
122937,61465
54023,61465
91592,61466
100507,61470
112581,61470
116935,61470
121935,61470
122436,61470
130785,61470
131521,61470
138762,61470
28105,61470
41024,61470
8463,61470
90890,61470
95565,61470
100265,61472
40461,61472
124769,61475
132991,61475
132992,61475
46909,61475
4950,61475
69686,61475
11092,61477
9269,61477
117698,61479
12128,61479
18114,61479
4750,61479
123535,61481
138868,61481
40678,61481
111082,61482
126029,61482
127195,61482
130147,61482
131307,61482
139333,61482
19068,61482
45877,61482
57617,61482
62368,61482
75368,61482
84906,61482
97520,61482
116944,61484
505289,61484
506976,61484
512523,61484
513387,61484
69863,61484
78169,61484
94345,61484
103521,61485
104254,61485
115890,61485
12198,61485
131719,61485
32860,61485
4865,61485
91704,61485
102581,61493
102582,61493
11777,61493
15356,61493
57735,61493
91658,61493
116007,61494
125574,61494
126061,61494
128041,61494
506599,61494
507859,61494
92378,61494
41086,61496
7067,61496
75375,61496
96206,61496
120414,61497
122133,61497
132272,61497
1887,61497
20128,61497
28565,61497
102580,61498
122480,61498
122481,61498
14359,61498
20034,61498
4544,61498
71242,61498
114965,61499
139555,61499
22392,61499
13930,61500
18729,61500
10531,61502
10552,61502
49739,61502
116949,61503
100166,61504
100167,61504
105992,61504
111709,61504
130150,61504
31724,61504
5685,61504
89320,61504
111877,61505
123058,61505
123059,61505
123060,61505
125496,61505
3442,61505
541336,61505
31190,61506
78147,61506
111657,61507
138289,61507
139493,61507
505163,61507
506880,61507
53416,61507
122226,61508
122227,61508
49750,61508
13944,61509
30028,61509
41894,61509
41894,61509
50093,61509
50096,61509
50098,61509
62645,61509
62802,61509
10743,61510
112624,61510
116885,61510
122994,61510
29829,61510
62417,61510
80399,61513
96103,61513
11997,61516
71835,61516
11033,61517
123040,61517
19254,61517
47984,61517
122252,61521
12345,61521
2907,61521
3400,61521
117583,61524
126261,61524
19802,61524
36456,61524
92160,61524
102402,61526
123034,61526
123035,61526
25827,61526
66699,61526
90786,61526
95137,61526
109157,61531
109158,61531
124043,61531
12868,61531
57364,61531
106726,61535
131720,61535
13469,61535
122231,61536
122955,61536
28103,61536
4693,61536
48665,61540
48665,61540
10088,61541
122971,61541
99437,61541
103992,61543
104001,61543
119644,61543
120820,61543
122456,61543
3043,61543
8313,61543
13644,61547
26755,61547
587485,61547
65430,61547
117697,61548
21124,61548
99726,61548
125387,61550
46152,61550
46152,61550
78559,61550
126765,61552
135708,61552
33826,61552
99317,61552
127010,61553
504838,61553
82098,61553
91070,61553
94861,61553
105237,61559
132253,61559
135264,61559
4902,61559
4904,61559
71003,61559
104427,61560
112903,61560
114505,61560
130148,61560
3043,61560
8488,61560
85615,61560
87272,61560
91168,61560
107265,61563
115676,61563
115678,61563
129801,61563
139602,61563
8583,61563
91242,61563
102338,61564
102340,61564
102341,61564
107192,61564
111953,61564
115680,61564
12185,61564
123087,61564
131066,61564
137893,61564
139532,61564
2349,61564
13104,61565
87504,61565
87504,61565
117681,61566
121800,61566
121801,61566
122166,61566
124770,61566
126994,61566
127013,61566
130957,61566
131067,61566
131749,61566
132146,61566
135805,61566
139386,61566
18297,61566
1904,61566
3116,61566
95115,61566
100259,61568
66597,61568
65249,61570
65249,61570
79159,61570
79159,61570
11565,61571
124002,61571
64183,61571
66882,61571
11447,61573
134077,61573
134078,61573
32173,61573
67066,61573
123046,61576
19850,61576
12132,61578
26248,61578
118459,61579
12504,61579
126151,61579
126623,61579
131955,61579
35420,61579
47672,61579
503657,61579
519280,61579
17910,61580
37700,61580
12403,61581
26078,61582
41127,61582
45688,61582
82538,61582
123440,61585
20326,61585
122408,61586
26272,61586
10784,61587
95705,61587
11204,61589
116970,61589
134886,61589
91070,61589
80549,61590
116975,61596
123037,61596
513918,61596
110905,61600
116980,61600
506887,61600
50957,61600
92380,61600
95121,61600
103558,61602
124611,61602
64454,61602
8327,61602
122772,61603
122774,61603
122775,61603
122776,61603
122777,61603
2097,61603
59345,61603
122441,61607
122442,61607
123393,61607
130927,61607
46120,61607
63553,61607
116979,61610
116979,61610
116982,61610
36440,61610
65469,61610
100170,61620
121858,61620
126266,61620
64798,61620
91621,61620
129670,61622
81942,61622
122470,61623
22504,61623
23900,61623
78069,61623
122473,61624
126097,61624
136345,61624
82306,61624
86030,61624
116998,61625
117007,61625
117009,61625
3291,61625
11173,61626
43756,61626
5090,61626
8508,61626
99262,61626
122457,61629
37039,61629
117014,61632
117017,61632
126269,61632
139179,61632
14359,61632
20034,61632
117015,61633
117015,61633
51161,61634
75800,61634
115685,61636
125491,61636
12575,61636
91117,61636
118675,61641
121057,61641
54427,61641
68731,61641
80962,61641
18914,61644
511095,61644
96282,61644
98345,61644
110851,61648
68763,61648
85820,61648
122546,61653
126245,61653
17096,61653
10838,61654
122476,61654
515632,61654
90446,61654
115944,61655
116914,61655
126608,61655
17147,61655
48548,61655
84417,61655
84417,61655
122521,61656
12361,61656
110889,61659
12158,61659
507150,61659
507439,61659
524492,61659
540877,61659
18409,61663
32206,61663
3387,61663
597851,61663
91516,61663
110199,61676
111667,61676
111668,61676
135630,61676
37128,61676
49160,61676
500512,61676
54503,61676
54606,61676
92013,61676
92101,61676
99830,61676
117033,61679
26435,61679
10835,61680
133941,61680
545290,61680
63068,61680
107546,61682
122383,61682
122385,61682
122386,61682
122389,61682
122390,61682
23285,61682
500444,61682
112142,61684
126091,61684
126093,61684
8959,61684
11749,61685
14676,61685
33091,61685
66687,61685
101785,61687
134202,61687
50682,61687
54482,61687
75800,61687
125428,61688
31272,61688
511095,61688
10257,61694
123052,61694
9176,61694
100369,61695
122311,61695
122312,61695
130268,61695
540438,61695
56104,61695
122961,61696
19041,61696
82638,61701
82638,61701
122280,61703
33299,61703
130959,61707
66800,61707
80361,61707
100837,61708
107149,61708
107153,61708
107154,61708
54625,61708
9544,61708
117043,61710
29497,61710
63737,61710
123384,61712
12354,61712
46023,61712
12366,61715
13509,61715
13509,61715
101634,61716
11204,61716
131262,61716
36602,61716
500113,61716
8591,61716
113629,61717
116097,61717
12241,61717
124555,61717
133323,61717
17883,61717
23917,61717
23945,61717
25495,61717
4865,61717
78929,61717
92370,61717
116982,61718
117063,61718
134417,61720
30309,61720
500782,61720
95476,61720
101230,61721
117065,61721
117065,61721
118128,61721
123539,61721
63085,61721
83909,61721
11598,61723
122545,61723
89153,61723
118462,61724
122808,61724
92020,61724
111710,61726
122342,61726
126823,61726
63909,61726
77230,61726
85962,61726
96375,61726
96376,61726
99255,61726
108648,61735
110684,61735
111988,61735
116226,61735
116228,61735
12128,61735
122458,61735
130745,61735
134112,61735
135802,61735
137521,61735
2537,61735
30434,61735
77918,61735
87855,61735
93406,61735
9930,61735
111549,61736
116956,61736
117068,61736
122566,61736
77196,61736
9112,61736
117069,61737
117069,61737
16024,61737
62976,61737
100354,61739
123091,61739
54499,61739
69197,61739
116472,61740
116473,61740
126052,61740
13407,61740
26060,61740
33273,61740
4742,61740
50511,61740
91483,61740
102782,61741
21860,61741
10560,61742
510631,61742
511385,61742
76476,61742
95548,61742
118575,61743
21246,61743
122264,61746
126278,61746
137638,61746
139421,61746
4673,61746
98536,61746
11795,61749
74365,61749
126048,61750
22471,61750
85821,61750
106360,61751
111650,61751
25245,61751
10759,61752
117071,61752
122452,61752
122453,61752
17917,61752
91081,61752
123785,61753
131089,61753
20393,61753
97255,61753
122092,61754
26334,61754
11097,61755
122430,61755
122434,61755
125195,61755
129876,61755
4832,61755
81691,61755
92142,61755
109261,61756
115978,61756
12457,61756
99942,61756
123051,61757
139474,61757
515855,61757
516637,61757
93696,61757
4842,61758
82271,61758
93093,61758
122313,61762
130856,61762
44144,61762
112039,61764
122347,61764
102549,61766
122486,61766
134548,61766
32911,61766
100915,61767
3389,61767
41267,61767
104246,61771
12249,61771
16881,61771
25324,61771
122474,61773
1897,61773
26002,61773
45970,61773
91830,61773
10095,61776
62398,61776
85911,61776
500492,61777
500496,61777
505572,61777
509965,61777
64074,61777
117074,61779
11896,61779
47478,61779
507302,61779
507486,61779
105054,61780
11324,61780
117075,61780
9536,61780
14838,61781
26435,61781
61739,61781
100988,61785
11117,61785
112833,61785
116568,61785
117033,61785
121628,61785
122694,61785
122697,61785
126215,61785
130270,61785
130273,61785
13379,61785
13731,61785
14433,61785
22942,61785
23532,61785
26435,61785
62470,61785
81506,61785
91809,61785
101009,61788
105098,61788
106379,61788
121514,61788
17076,61788
2896,61788
33331,61788
57834,61788
94790,61788
99244,61788
99828,61788
99829,61788
104370,61790
112523,61790
116233,61790
11819,61790
123266,61790
126215,61790
13529,61790
14838,61790
15476,61790
23528,61790
23530,61790
2950,61790
4805,61790
48669,61790
91572,61790
92105,61790
94658,61790
95586,61790
111471,61792
124772,61792
137641,61792
49700,61792
98073,61792
117083,61794
19277,61807
9848,61807
115968,61810
123043,61810
124900,61810
126076,61810
134446,61810
26299,61810
42739,61810
75653,61810
93418,61810
117098,61812
3609,61813
9157,61813
9157,61813
100982,61814
12218,61814
128704,61814
22587,61814
37042,61814
117104,61817
123330,61817
123331,61817
123332,61817
123333,61817
19810,61817
33229,61817
9379,61817
9379,61817
20426,61819
502511,61819
63247,61819
87612,61819
93600,61819
14328,61820
25196,61820
56323,61820
98198,61820
130606,61821
3512,61821
99249,61821
100161,61822
114119,61822
115801,61822
117117,61822
125409,61822
128915,61822
135312,61822
563801,61822
57957,61822
70552,61822
84456,61822
97927,61822
115941,61824
130108,61824
82300,61824
95445,61824
117109,61825
123916,61825
128916,61825
85367,61825
119305,61830
119313,61830
128999,61830
137018,61830
33266,61830
87498,61830
117121,61831
122455,61831
15356,61831
106442,61833
106443,61833
3777,61833
503280,61833
123357,61837
19207,61837
4750,61837
5019,61837
13013,61844
139573,61844
25823,61844
503950,61844
531027,61844
96222,61844
139793,61845
82136,61845
8613,61845
128915,61846
20868,61846
27554,61846
4668,61846
47700,61846
71714,61846
117134,61848
117134,61848
6888,61848
117130,61851
100844,61852
111109,61852
111201,61852
111936,61852
122088,61852
130920,61852
500178,61852
110017,61854
122460,61854
122462,61854
122579,61854
126009,61854
110199,61855
135619,61855
54503,61855
106597,61857
111333,61857
123410,61857
507050,61857
507892,61857
65602,61857
74298,61857
7904,61857
100459,61860
108442,61860
108443,61860
12292,61860
137824,61860
23597,61860
43705,61860
4858,61860
100339,61862
100348,61862
129722,61862
130359,61862
95735,61862
95812,61862
100557,61865
125788,61865
130369,61865
54598,61865
102796,61871
115568,61871
123633,61871
123635,61871
131180,61871
132748,61871
17633,61871
4795,61871
500498,61871
503747,61871
504840,61871
92524,61871
104366,61872
104367,61872
2152,61872
82782,61872
85779,61872
85780,61872
91692,61872
104269,61873
106450,61873
16409,61873
49683,61873
103385,61875
130911,61875
23579,61875
45466,61875
95792,61875
103188,61877
126018,61877
10125,61878
114506,61878
122965,61878
85613,61878
126452,61879
126454,61879
126455,61879
138038,61879
3396,61879
92522,61879
103004,61880
18978,61880
21165,61880
126832,61882
35049,61882
503240,61882
116816,61883
121821,61883
122991,61883
79907,61883
107750,61886
130912,61886
95828,61886
130701,61887
18220,61887
504014,61887
54598,61887
82116,61887
10115,61889
110885,61889
110886,61889
126027,61889
126028,61889
130482,61889
134173,61889
134375,61889
507261,61889
126196,61890
130961,61890
134324,61890
137490,61890
139449,61890
3079,61890
100533,61891
100534,61891
100535,61891
116210,61891
116211,61891
116212,61891
124896,61891
133894,61891
133896,61891
138428,61891
95723,61891
10125,61892
117152,61892
125053,61892
125054,61892
502807,61892
111043,61894
132288,61894
138950,61894
15334,61894
4970,61894
53884,61894
85718,61894
131229,61895
26317,61895
130111,61896
85904,61896
85906,61896
113432,61897
120022,61897
130717,61897
54587,61897
115988,61899
115989,61899
23597,61899
23922,61899
33273,61899
4858,61899
101786,61901
102151,61901
107070,61901
122247,61901
122248,61901
122249,61901
3049,61901
76525,61901
91607,61901
9271,61901
100455,61902
111202,61902
122164,61902
129838,61902
137163,61902
16519,61902
33128,61902
49655,61902
117033,61904
26435,61904
125078,61906
135270,61906
46053,61906
46053,61906
71956,61906
8929,61906
89533,61906
107589,61911
120055,61911
128393,61911
128394,61911
27977,61911
54692,61911
62809,61911
88478,61911
91564,61911
112266,61912
122429,61912
123108,61912
54023,61912
584803,61912
95767,61912
111151,61917
117159,61917
119864,61917
31544,61924
125353,61927
134226,61927
3391,61927
70042,61927
70042,61927
117163,61931
111140,61933
111671,61933
125625,61933
14206,61933
18914,61933
32860,61933
511095,61933
125529,61935
21444,61935
25282,61935
53192,61935
99408,61935
11804,61936
25490,61936
58822,61936
12155,61938
510596,61938
510597,61938
65858,61938
84291,61938
18557,61942
18557,61942
66196,61943
66196,61943
134437,61954
3587,61954
504501,61954
507042,61954
90458,61954
11616,61956
26281,61956
50454,61956
66416,61956
91916,61956
9586,61956
16766,61960
3339,61960
84245,61960
84553,61960
117188,61965
127483,61965
134520,61965
49449,61965
503661,61965
509198,61965
509199,61965
94723,61965
99998,61965
10306,61966
106373,61966
130750,61966
130775,61966
130864,61966
2359,61966
51163,61966
66791,61966
84250,61966
92591,61966
123061,61967
3541,61967
109869,61969
114281,61969
134868,61969
3455,61969
39496,61969
500191,61969
506942,61969
513817,61969
519331,61969
90825,61969
122773,61971
129379,61971
23167,61971
500546,61971
500547,61971
56665,61971
117197,61973
41032,61973
59179,61973
59179,61973
11094,61975
29650,61975
7808,61975
11897,61982
66385,61982
9205,61982
92261,61982
122320,61983
500904,61983
56647,61983
9102,61983
117220,61988
117223,61988
126033,61988
507481,61988
108395,61990
122464,61990
122465,61990
123708,61993
123709,61993
130948,61993
130949,61993
130950,61993
26194,61993
117195,61994
117224,61994
11938,61994
123063,61994
123064,61994
12455,61994
9358,61995
95333,61995
15784,61996
26932,61996
53843,61996
6887,61996
11648,61997
27823,61997
50048,61997
506327,61997
63275,61997
65237,61997
117228,61998
117230,61998
45152,61998
104988,62000
124339,62000
130658,62000
15126,62000
26404,62000
31331,62000
34112,62000
91458,62000
123326,62001
123328,62001
123329,62001
12740,62001
131190,62001
135252,62001
20217,62001
54945,62001
95192,62001
100454,62002
100643,62002
105901,62002
122478,62002
122479,62002
122967,62002
134755,62002
14413,62002
4932,62002
88483,62002
117231,62003
122483,62003
91692,62003
124108,62008
12455,62008
125443,62008
138818,62008
504302,62008
81402,62008
105135,62015
10858,62015
117247,62021
26363,62021
37760,62021
503390,62021
67377,62021
94379,62021
11091,62022
100987,62023
11364,62023
49843,62023
119545,62024
129214,62024
12965,62024
138814,62024
62987,62024
130867,62025
130868,62025
502645,62025
5786,62025
62009,62025
82006,62025
96067,62025
139614,62026
26323,62026
91405,62026
114470,62030
126732,62030
503337,62030
122836,62031
506881,62031
508900,62031
508901,62031
56543,62031
11535,62032
122992,62032
122993,62032
122994,62032
93873,62032
117266,62038
117267,62038
65469,62038
11147,62041
117268,62041
66807,62041
81835,62041
9609,62041
117271,62043
49901,62043
50248,62043
111111,62046
123093,62046
9459,62046
117280,62047
117280,62047
126016,62047
49565,62047
69905,62047
11897,62048
66385,62048
9205,62048
92261,62048
118126,62056
118128,62056
24194,62056
24194,62056
36054,62056
6414,62056
85752,62056
95523,62056
116085,62062
4674,62062
122628,62066
31238,62066
70301,62066
44171,62081
36686,62084
39391,62084
90011,62084
80267,62085
53162,62089
84920,62089
14769,62091
49637,62091
552608,62091
117374,62092
126590,62092
136356,62092
136357,62092
16477,62092
36440,62092
63004,62092
117377,62094
10183,62095
117375,62095
13040,62095
79765,62095
110808,62102
126150,62102
129631,62102
129632,62102
131754,62113
139487,62113
20415,62113
501404,62113
88887,62113
3619,62117
71956,62117
117415,62121
117413,62124
117414,62124
33997,62124
117422,62125
117426,62125
4922,62125
106370,62127
117431,62127
117433,62127
49954,62127
79992,62127
117439,62132
117474,62146
5093,62148
9458,62148
10026,62149
117477,62149
117484,62151
21314,62151
79817,62151
116771,62156
51637,62156
117510,62160
117513,62160
20299,62160
20215,62161
89295,62161
117528,62165
117530,62165
13149,62165
18482,62165
117539,62171
2902,62171
40678,62172
79938,62172
117549,62178
139360,62178
14616,62178
117552,62179
4810,62179
117556,62181
117558,62181
32866,62181
64798,62181
19254,62184
2875,62184
79036,62184
117572,62190
3164,62190
79595,62190
9563,62190
10676,62192
11687,62192
117579,62194
5085,62194
117580,62195
117582,62195
9983,62195
117585,62199
25245,62200
54587,62200
86374,62200
116109,62201
54246,62201
75105,62201
79734,62201
116516,62207
41409,62207
46210,62207
116088,62223
117631,62223
41723,62223
79250,62223
117640,62228
13118,62228
20817,62237
60633,62237
78933,62237
100802,62239
117658,62239
117659,62239
117663,62239
4931,62239
117670,62246
117675,62246
117682,62250
41194,62250
117686,62253
2862,62253
506096,62253
79731,62253
25196,62258
3051,62258
42501,62258
75881,62258
117699,62261
117701,62261
46143,62261
117723,62274
47103,62274
117724,62276
117726,62276
34112,62276
80005,62276
10353,62279
79407,62279
11078,62282
116831,62282
66812,62286
75470,62286
84778,62286
105757,62287
117750,62287
117753,62287
42841,62287
117767,62290
4847,62290
9634,62290
117775,62293
3047,62293
117779,62295
117782,62295
41024,62295
117093,62303
117095,62303
117802,62303
99520,62303
117813,62307
12218,62307
80046,62307
25827,62309
33172,62309
60999,62309
3112,62310
60414,62310
117830,62314
117833,62314
117837,62314
117840,62314
15919,62317
552608,62317
79826,62317
117863,62331
117865,62331
12178,62331
89962,62331
116238,62332
117870,62332
49587,62332
84697,62334
9172,62334
117887,62336
48750,62336
8488,62336
95593,62336
117900,62342
117903,62342
117906,62342
117910,62342
36338,62342
117917,62347
117920,62347
13325,62347
88322,62347
117922,62348
14896,62348
117931,62351
117933,62351
49700,62351
73556,62351
117951,62355
3575,62355
52848,62355
117968,62359
3400,62359
79285,62359
79776,62360
9784,62360
117972,62362
117973,62362
18409,62362
117993,62372
57736,62372
79312,62372
117113,62373
117117,62373
117119,62373
117994,62373
9311,62373
118001,62375
26357,62375
116749,62378
116751,62378
524253,62378
118005,62379
118007,62379
37135,62379
8463,62379
4864,62381
71887,62381
79192,62381
8367,62381
118023,62384
23234,62384
11894,62389
118047,62392
57686,62392
90143,62392
9717,62392
118049,62393
3521,62393
118055,62396
118056,62396
118057,62396
61022,62396
66859,62396
78840,62396
84499,62396
117975,62397
46152,62400
79168,62400
79169,62400
11391,62401
118088,62401
118086,62402
117174,62404
118091,62404
49728,62404
118093,62406
118094,62406
2129,62406
75602,62406
118098,62407
118101,62407
46152,62407
118106,62408
12647,62408
118124,62412
31049,62412
34562,62412
118131,62414
118133,62414
118136,62414
118140,62416
118144,62416
30431,62416
33834,62416
118147,62417
118149,62417
21951,62417
118160,62420
118162,62420
78247,62420
118191,62429
37039,62429
79428,62429
131223,62437
17493,62437
49951,62437
53419,62437
9037,62437
132545,62438
3637,62438
62929,62438
62929,62438
112583,62439
27226,62439
91229,62439
76467,62440
77778,62443
67065,62444
505444,62445
100540,62447
118430,62448
118430,62448
133790,62448
133791,62448
133793,62448
117007,62449
118434,62449
120020,62449
24160,62449
3291,62449
559082,62449
14642,62451
25495,62451
44206,62452
118504,62454
111942,62461
118533,62461
23723,62461
13030,62462
20244,62462
22236,62462
12238,62463
6879,62463
118558,62464
100546,62470
5076,62470
12997,62477
30059,62477
14936,62478
4813,62478
15306,62479
112197,62481
125913,62481
129112,62481
118795,62489
11088,62492
12432,62492
6917,62492
110974,62493
55211,62494
118865,62495
118885,62497
40849,62498
50527,62499
50527,62499
81757,62502
8591,62502
115079,62504
118672,62504
118674,62504
36408,62504
509041,62504
514662,62504
516155,62504
8876,62515
11466,62521
25827,62521
50789,62521
27691,62526
26091,62529
45149,62529
70108,62530
10293,62531
119709,62537
99572,62544
106339,62547
12258,62547
8312,62547
119748,62554
67091,62558
96914,62559
119764,62561
119790,62567
119790,62567
85805,62567
116784,62580
25196,62580
2946,62580
118529,62584
20048,62584
3462,62584
119898,62585
31239,62585
49496,62585
89724,62585
119991,62587
119995,62587
119997,62587
131311,62587
120006,62589
57866,62589
84787,62589
84789,62589
117502,62590
117504,62590
120017,62590
9132,62590
2967,62595
90043,62595
1726,62596
120042,62598
120044,62598
9353,62598
120052,62602
120063,62602
25897,62602
86733,62602
9830,62602
120057,62604
120059,62604
120061,62604
18114,62604
89324,62604
9930,62604
120070,62606
120072,62606
120074,62606
70133,62606
120078,62607
20432,62607
4722,62607
86240,62607
86241,62607
86244,62607
86253,62607
120090,62610
120186,62610
12184,62610
27801,62610
14570,62611
35623,62611
35623,62611
117721,62613
2874,62613
120105,62615
120107,62615
95806,62615
39658,62617
42642,62617
62296,62617
84847,62617
8485,62617
120140,62618
42199,62618
84688,62618
116967,62620
117084,62620
117858,62620
120146,62620
12887,62620
3599,62620
80080,62620
10641,62621
120151,62621
52689,62621
31049,62623
85388,62623
20299,62625
118027,62626
118029,62626
118645,62626
120167,62626
4818,62626
79903,62626
79905,62626
79931,62626
9318,62626
2446,62627
118680,62632
118682,62632
118684,62632
20555,62632
120189,62633
120195,62633
43906,62633
120191,62635
2875,62635
79036,62635
117682,62638
117696,62638
117951,62638
19358,62638
3575,62638
41194,62638
52848,62638
84676,62638
57278,62640
89955,62640
120202,62642
120205,62642
120207,62642
12292,62642
117739,62643
49648,62643
7760,62643
111277,62644
116546,62644
116550,62644
36686,62644
10966,62645
86261,62645
2152,62649
52780,62649
120227,62652
12182,62652
90807,62652
120307,62658
120309,62658
120311,62658
503462,62658
84768,62658
84770,62658
10384,62664
31038,62664
15317,62668
16142,62668
3291,62668
36343,62668
53595,62668
7700,62668
27812,62672
12198,62678
120444,62679
57358,62679
120483,62686
49756,62686
120498,62700
19428,62703
120573,62716
76814,62727
126054,62740
126057,62740
12657,62740
35805,62740
35805,62740
10514,62744
32254,62744
67371,62744
124580,62769
131505,62769
133941,62769
22616,62769
512553,62769
514481,62769
535771,62769
54548,62769
11094,62778
6463,62778
55234,62826
59175,62826
71674,62826
120826,62926
24043,62926
46565,62947
123583,62951
78408,62951
120886,62969
120893,62973
120975,62991
63896,63002
27358,63003
121018,63006
121027,63008
9872,63008
121037,63011
121038,63011
76454,63011
31238,63014
91200,63015
46179,63025
94985,63025
96098,63025
111696,63026
111697,63026
121088,63026
121089,63026
127026,63026
129132,63026
132163,63026
134445,63026
134521,63026
134522,63026
138012,63026
138838,63026
27699,63026
500215,63026
500535,63026
40612,63030
78878,63033
121237,63040
38250,63043
520168,63050
11527,63053
11554,63053
12214,63064
17469,63067
29545,63067
121500,63070
121535,63086
121538,63088
74975,63095
121559,63102
29970,63105
34920,63109
34569,63143
66919,63143
121693,63144
39852,63144
6478,63148
11456,63151
62640,63155
121710,63157
49259,63159
82306,63160
121741,63161
102041,63162
121749,63165
121750,63166
103541,63168
106317,63170
121753,63173
121769,63177
115414,63178
91850,63184
121794,63190
46243,63190
57580,63193
2176,63196
41150,63202
59337,63202
90705,63203
99508,63203
36686,63204
9062,63204
120597,63208
121848,63211
121856,63213
12022,63216
96044,63216
118508,63218
8240,63220
49996,63221
48725,63222
67228,63222
76555,63222
1759,63223
121872,63224
32458,63225
9903,63231
9903,63232
20326,63233
57861,63245
10466,63247
121968,63247
19048,63247
85951,63247
121972,63248
54899,63254
10406,63265
26932,63265
12173,63266
86038,63266
51684,63290
73631,63294
11765,63300
112055,63302
91162,63302
11648,63313
11648,63314
11648,63315
20000,63330
57884,63330
78440,63330
68990,63331
26225,63337
82675,63342
14655,63383
9626,63383
13509,63385
10782,63400
27344,63407
62597,63468
122490,63485
84910,63513
23727,63635
8791,63635
88331,64059
122700,64162
500493,64183
28692,64184
123106,64185
123362,64198
123365,64199
123388,64202
125670,64207
2874,64209
125656,64368
125673,64372
125676,64376
125681,64379
19734,64381
126066,64576
101999,64578
