PersonNumber,GrantNumber
11186,58945
139500,58945
61317,58945
121426,58946
20562,58946
598303,58946
100802,58947
112089,58947
118768,58947
126865,58947
118496,58948
11980,58948
122887,58948
115607,58950
134826,58950
134827,58950
134854,58950
4917,58950
94869,58950
96177,58950
104568,58951
105165,58951
106731,58951
125923,58951
129612,58951
13090,58951
131736,58951
3319,58951
509040,58951
510709,58951
519685,58951
100304,58952
107186,58952
11825,58952
118504,58952
126239,58952
13149,58952
16604,58952
2338,58952
31065,58952
69558,58952
91904,58952
91911,58952
92721,58952
99314,58952
112051,58953
139360,58953
4785,58953
4788,58953
12779,58955
41368,58955
8066,58955
101502,58956
118270,58956
126242,58956
15616,58956
10026,58957
114294,58957
125570,58957
134815,58957
18568,58957
44883,58957
48619,58957
95256,58957
101505,58958
110449,58958
111084,58958
120595,58958
126610,58958
130307,58958
131239,58958
13234,58958
15138,58958
4675,58958
86062,58958
106920,58959
115842,58959
122418,58959
13844,58959
14817,58959
15418,58959
4788,58959
4840,58959
9004,58959
96176,58959
9931,58959
139360,58960
20437,58960
4785,58960
4788,58960
118700,58961
130783,58961
41384,58961
112518,58962
11938,58962
3320,58962
12018,58966
66531,58971
11867,58972
126606,58972
20386,58972
80025,58972
91419,58972
104428,58973
20048,58973
131519,58974
30315,58974
78406,58974
84248,58974
118483,58977
121280,58977
4734,58977
5071,58977
91624,58977
33278,58980
100684,58983
100685,58983
6862,58983
8956,58983
8956,58983
112109,58984
119415,58984
119416,58984
4896,58984
109889,58985
111037,58985
115823,58985
116762,58985
130204,58985
131431,58985
134852,58985
134907,58985
134908,58985
17095,58985
17134,58985
4909,58985
78012,58985
92226,58985
11648,58986
11648,58986
12919,58986
25146,58986
49995,58986
54555,58986
59356,58986
9349,58988
95599,58988
106701,58990
112531,58990
127763,58990
12783,58990
19612,58990
60085,58990
82766,58990
96139,58990
106196,58991
112114,58991
112114,58991
500298,58991
82102,58991
98908,58991
107265,58995
118601,58995
12632,58995
126549,58995
80962,58995
105460,58996
112022,58996
11645,58996
117213,58996
126911,58996
126912,58996
3271,58996
41493,58996
80865,58996
91126,58996
112115,58998
84679,58998
102580,59000
110858,59000
117016,59000
118756,59000
120538,59000
125388,59000
126273,59000
14632,59000
14651,59000
14964,59000
17169,59000
4544,59000
4545,59000
49229,59000
510778,59000
58064,59000
61190,59000
67466,59000
69911,59000
7200,59000
78126,59000
102148,59001
107266,59001
111551,59001
118759,59001
126263,59001
15212,59001
19609,59001
29249,59001
4889,59001
4890,59001
4891,59001
70441,59001
82180,59001
82459,59001
82936,59001
49739,59004
86633,59004
103910,59005
108996,59005
112120,59005
127523,59005
3486,59005
122467,59006
44171,59006
7754,59006
98713,59006
12540,59007
86038,59007
121505,59008
129855,59008
136311,59008
136331,59008
23504,59008
27799,59008
47427,59008
4838,59008
11744,59009
4828,59009
98919,59009
10838,59012
112121,59012
121981,59012
110685,59013
131254,59013
35098,59013
12295,59014
129661,59014
81942,59014
20423,59016
54460,59016
88604,59016
91540,59016
131781,59017
23171,59017
27942,59017
552392,59017
66399,59017
43546,59019
121105,59022
130242,59022
130607,59022
130644,59022
51190,59022
515979,59022
51801,59022
518423,59022
523885,59022
111688,59028
112130,59028
26323,59030
31300,59030
87239,59030
9024,59030
97095,59030
112132,59031
120352,59031
131286,59031
503653,59031
73402,59031
95741,59031
127825,59034
13862,59034
49204,59036
110195,59037
115991,59037
123467,59037
13843,59037
15556,59037
23162,59037
40582,59037
62374,59037
76149,59037
96179,59037
99917,59037
122165,59041
34112,59041
110741,59042
112138,59042
122352,59042
82102,59042
26159,59044
4889,59044
4890,59044
4891,59044
118605,59045
30367,59045
5055,59045
91775,59045
93853,59045
135320,59047
75426,59047
83666,59047
91816,59047
23162,59048
42740,59048
4785,59048
500345,59048
76226,59048
125534,59050
126975,59050
134450,59050
134870,59050
135153,59050
139472,59050
19213,59050
503279,59050
511587,59050
512529,59050
94880,59050
106347,59056
5580,59056
61740,59056
113946,59057
121828,59057
123730,59057
127028,59057
129452,59057
135316,59057
1664,59057
87388,59057
22772,59059
99004,59059
100799,59061
11123,59061
11803,59061
118222,59061
119028,59061
121870,59061
502813,59061
502814,59061
121273,59062
126479,59062
135316,59062
48104,59062
48104,59062
106217,59063
118721,59063
118722,59063
118723,59063
87084,59063
121306,59064
71964,59064
72707,59064
132176,59068
132177,59068
30307,59068
133954,59069
132113,59071
134424,59071
134426,59071
138692,59071
41446,59071
94881,59071
96089,59071
106941,59072
40892,59072
14720,59074
85734,59074
116416,59075
117287,59075
126254,59075
134921,59075
138662,59075
138663,59075
138664,59075
138666,59075
45086,59075
554235,59075
96926,59075
119080,59076
43744,59076
100974,59077
112154,59077
122392,59077
126167,59077
555075,59077
63834,59077
26052,59080
96082,59080
7561,59081
90177,59081
91213,59081
94964,59081
23653,59083
27923,59083
10071,59084
121603,59084
121605,59084
17926,59084
106385,59087
106385,59087
126831,59087
49745,59087
54499,59087
54635,59087
500669,59088
84419,59088
20432,59091
17106,59092
503808,59092
1526,59093
119663,59094
127069,59094
134965,59094
53644,59094
9573,59094
112136,59095
121078,59095
126729,59095
134367,59095
134368,59095
31432,59095
3489,59095
45398,59095
89593,59095
89593,59095
125412,59097
46231,59097
91176,59097
20523,59099
12661,59100
17165,59100
125429,59103
69340,59103
76077,59103
82340,59103
85194,59103
85194,59103
20926,59104
20926,59104
57897,59104
10571,59108
112160,59108
75796,59108
100082,59109
127186,59109
20529,59109
69276,59109
112168,59110
502191,59110
502194,59110
502195,59110
56660,59110
86032,59110
28845,59114
110316,59115
112257,59115
123098,59115
4671,59115
118190,59116
6446,59116
109263,59117
109264,59117
112617,59117
115679,59117
128427,59117
130909,59117
131275,59117
133516,59117
133897,59117
134823,59117
134824,59117
2320,59117
26285,59117
91004,59117
94430,59117
3477,59119
65232,59119
122973,59120
56865,59120
8780,59120
100293,59121
110650,59121
116906,59121
116907,59121
116908,59121
122946,59121
138084,59121
3049,59121
4828,59121
54398,59121
67321,59121
74975,59121
76158,59121
8463,59121
91521,59121
122427,59122
124872,59122
138547,59122
30910,59122
503751,59122
506614,59122
513595,59122
598640,59122
12128,59123
121611,59123
129603,59124
85897,59124
105674,59129
106866,59129
114025,59129
118468,59129
119642,59129
123901,59129
129002,59129
134072,59129
14896,59129
508498,59129
81859,59129
94233,59129
94234,59129
96784,59129
118693,59131
118695,59131
133029,59131
62960,59131
78485,59131
111697,59132
112064,59132
119071,59132
71370,59132
99045,59132
121203,59134
8891,59134
115927,59135
121867,59135
125431,59135
131770,59135
46766,59135
111923,59136
12070,59136
33327,59136
85893,59136
90178,59136
109146,59137
114479,59137
121779,59137
22138,59137
57686,59137
49753,59139
89410,59139
91907,59139
97229,59139
100267,59141
122358,59141
128946,59141
130365,59141
134382,59141
134383,59141
134384,59141
22319,59141
500143,59141
503668,59141
503669,59141
509108,59141
511055,59141
511056,59141
511232,59141
514629,59141
24230,59144
27870,59144
8005,59144
123740,59145
13185,59145
36338,59145
52694,59145
118606,59146
32206,59146
54587,59146
91719,59146
95079,59146
9451,59149
27009,59150
27009,59150
7998,59150
22433,59151
27601,59151
45920,59151
92045,59151
11777,59152
118476,59152
15356,59152
80939,59152
97686,59152
33273,59154
4742,59154
4857,59154
82351,59154
93896,59154
95082,59154
107127,59155
109405,59155
110161,59155
122260,59155
111100,59156
134797,59156
137068,59156
50462,59156
63262,59156
121894,59157
130749,59157
75482,59157
85102,59157
85703,59157
121586,59158
125797,59158
136360,59158
1703,59158
21124,59158
80908,59158
81267,59158
12758,59159
1676,59159
5869,59159
100644,59161
101887,59161
111685,59161
114685,59161
118658,59161
121820,59161
125861,59161
12652,59161
19750,59161
25557,59161
4891,59161
84644,59161
9435,59161
112177,59164
112179,59164
112180,59164
122518,59164
125221,59164
25317,59165
502739,59165
502740,59165
502804,59165
510971,59165
513053,59165
519320,59165
3564,59167
89069,59167
552482,59169
94814,59169
95739,59169
11512,59170
120265,59170
22462,59170
11324,59171
122617,59171
122618,59171
129667,59171
135234,59171
36602,59171
112183,59173
121132,59173
46165,59173
133611,59174
133611,59174
4735,59174
96333,59174
11586,59178
72015,59178
83718,59178
58680,59179
58680,59179
133017,59182
16981,59182
17667,59182
80693,59182
99264,59182
125571,59183
32423,59183
509104,59183
112192,59187
11951,59187
12567,59188
130396,59188
41277,59188
41277,59188
80781,59188
90998,59188
7561,59189
85893,59189
91787,59189
11401,59193
1676,59193
67936,59193
112190,59194
122886,59194
136367,59194
66687,59194
10716,59196
43802,59196
91790,59196
112195,59198
118463,59198
4742,59198
50511,59198
75516,59198
118691,59199
125920,59199
18560,59199
58264,59199
584224,59199
112193,59202
36364,59202
53891,59202
55090,59202
105210,59204
111178,59204
116301,59204
120794,59204
22398,59204
502753,59204
504498,59204
507060,59204
18409,59206
3387,59206
105497,59207
121719,59207
121825,59207
126612,59207
14463,59207
14571,59207
14739,59207
14945,59207
20432,59207
20457,59207
20458,59207
20459,59207
20461,59207
54224,59207
84537,59207
88390,59207
88557,59207
95011,59207
100259,59208
109027,59208
121252,59208
20379,59208
72129,59209
87296,59209
120536,59210
27271,59210
511095,59210
115601,59211
126922,59211
135142,59211
3575,59211
509187,59211
509188,59211
518141,59211
54872,59211
89351,59211
7561,59213
85823,59213
97567,59213
32764,59214
57995,59214
75543,59214
82010,59214
82010,59214
2126,59215
3164,59215
75227,59215
108676,59216
121116,59216
134759,59216
37035,59216
105662,59217
107177,59217
134887,59217
26149,59217
31237,59217
45807,59217
509672,59217
126120,59219
136372,59219
28085,59219
541615,59219
54469,59219
82306,59219
49591,59220
65459,59220
96516,59220
11840,59222
130969,59222
63045,59222
82299,59222
95724,59222
116878,59223
122303,59223
86547,59223
108676,59224
12418,59224
134075,59224
30684,59224
118679,59230
127246,59230
95735,59230
95812,59230
26183,59237
118358,59241
34773,59241
36609,59241
108354,59242
120746,59242
75390,59242
118690,59243
29102,59243
4956,59243
4957,59243
10213,59245
119697,59245
57735,59245
10571,59246
120530,59246
46184,59246
54521,59246
16750,59247
45670,59247
8574,59247
9408,59247
121662,59248
21935,59248
54635,59248
54635,59248
110645,59249
125395,59249
17898,59249
4896,59249
119679,59254
37760,59254
70847,59254
116763,59256
118339,59256
3237,59256
4734,59256
67328,59256
100886,59257
112209,59257
122235,59257
4842,59257
126049,59258
32357,59258
53808,59258
111687,59261
115443,59261
126045,59261
130201,59261
131717,59261
131857,59261
54246,59261
75105,59261
81013,59261
87471,59261
113236,59263
4797,59263
118464,59265
44824,59265
54587,59265
62938,59265
23234,59267
62808,59267
62808,59267
112143,59268
121338,59268
131721,59268
36079,59268
97457,59268
112576,59269
118752,59269
13999,59269
121784,59270
14359,59270
31536,59270
121098,59271
121099,59271
12687,59271
120588,59272
124956,59272
31187,59272
91255,59272
100852,59274
123897,59274
122401,59275
122402,59275
129062,59275
129063,59275
37790,59275
75543,59275
102725,59276
122355,59276
124329,59276
130873,59276
135162,59276
29741,59276
75157,59276
75250,59276
8838,59276
57864,59278
66732,59278
106083,59279
118118,59279
121516,59279
121518,59279
124237,59279
129003,59279
131278,59279
133972,59279
541615,59279
111988,59280
116020,59280
37039,59280
11173,59282
121807,59282
130345,59282
82270,59282
87520,59282
98819,59282
112214,59283
112217,59283
119410,59283
121797,59283
131809,59283
85945,59283
122940,59285
36730,59285
99437,59285
103523,59286
103524,59286
103525,59286
115230,59286
118484,59286
118485,59286
119209,59286
121822,59286
124765,59286
126279,59286
131177,59286
18604,59286
4680,59286
91503,59286
91504,59286
91505,59286
98825,59286
98827,59286
122894,59287
123882,59287
123884,59287
47733,59287
509284,59287
11644,59291
12777,59291
16945,59291
16975,59291
112219,59293
120799,59293
120800,59293
106277,59294
118944,59294
26413,59294
126031,59296
132109,59296
20149,59296
49672,59296
9355,59296
40371,59301
106456,59305
16549,59305
100054,59308
115863,59308
11644,59308
118895,59308
12777,59308
13658,59308
13911,59308
14162,59308
16945,59308
16975,59308
81697,59308
90265,59308
96807,59308
2256,59309
66019,59309
106325,59311
123022,59311
33620,59311
500337,59311
509285,59311
8730,59311
112234,59319
120540,59319
122371,59319
22443,59319
500227,59319
505970,59319
507648,59319
509039,59319
68718,59319
8318,59319
10353,59320
126450,59320
126770,59320
47984,59320
500175,59320
95929,59320
112231,59321
138879,59321
86032,59321
112235,59324
118265,59324
121820,59324
126122,59324
12652,59324
127345,59324
19750,59324
34712,59324
131437,59326
3586,59326
53229,59326
54517,59326
77500,59326
57914,59329
101039,59331
12300,59331
29722,59331
29722,59331
51640,59331
41150,59333
28082,59335
118687,59336
54602,59336
100240,59338
12361,59338
10835,59341
121795,59341
133941,59341
20446,59341
4824,59341
535771,59341
77737,59341
79001,59341
9313,59342
119017,59346
119018,59346
27983,59346
27986,59346
59068,59346
82220,59346
122068,59348
15033,59348
16810,59348
3398,59348
37965,59348
59862,59348
80630,59348
84828,59348
93905,59348
135571,59350
20523,59350
502198,59350
88311,59350
9339,59350
72450,59352
12506,59354
72324,59354
74315,59354
10597,59355
129635,59355
139438,59355
139731,59355
139732,59355
84329,59355
49700,59357
96866,59357
98073,59357
121161,59359
121162,59359
121163,59359
26066,59359
26066,59359
32014,59359
82201,59359
85968,59364
111005,59366
130703,59366
137803,59366
137806,59366
54489,59366
59192,59366
9255,59366
93856,59366
100413,59367
109703,59367
120748,59367
134512,59367
136365,59367
67820,59367
79563,59367
106788,59369
130290,59369
500540,59369
504608,59369
8983,59369
100031,59370
116111,59370
120208,59370
26083,59370
8041,59370
53624,59371
69117,59371
91683,59371
126188,59372
13625,59372
15011,59372
19857,59372
2861,59372
2862,59372
74655,59372
80527,59372
101876,59373
29102,59373
44171,59373
4957,59373
104938,59374
104939,59374
104940,59374
104942,59374
126363,59374
127347,59374
137044,59374
137046,59374
4800,59374
83657,59374
18732,59375
23804,59375
23804,59375
26284,59375
502821,59375
504361,59375
504364,59375
76349,59375
99406,59375
100241,59378
102139,59378
105900,59378
20394,59378
4724,59378
81503,59378
87490,59378
118335,59379
502928,59379
82271,59379
96202,59379
126166,59380
13037,59380
136564,59380
500765,59380
66861,59380
78408,59380
137772,59381
31049,59381
85085,59381
86926,59381
121186,59382
13388,59382
43964,59382
53808,59382
71936,59382
79921,59382
51815,59383
26158,59384
54602,59384
83595,59384
91243,59384
12467,59385
12467,59385
86384,59385
112256,59388
119402,59389
13093,59389
3394,59389
109448,59390
122575,59390
134298,59390
24404,59390
5104,59390
75449,59390
7773,59390
107190,59391
124199,59391
4884,59391
76834,59391
95404,59391
98852,59391
85777,59392
97342,59392
97343,59392
9910,59392
95742,59393
46243,59394
41066,59395
72196,59395
72196,59395
124683,59396
124870,59396
139528,59396
20254,59396
27342,59396
5052,59396
92966,59396
112235,59397
12652,59397
19750,59397
19543,59399
20420,59399
41196,59399
63328,59399
63328,59399
130818,59400
48198,59400
22312,59401
33297,59401
80781,59401
97010,59401
120230,59404
18826,59404
4744,59404
96285,59404
36071,59405
4828,59405
91457,59405
111867,59413
121720,59413
12401,59413
22535,59413
36858,59413
112264,59414
121267,59414
24558,59414
35951,59414
502843,59414
82207,59414
123637,59415
17489,59415
3369,59415
50044,59415
502507,59415
502509,59415
502597,59415
513976,59415
513977,59415
513978,59415
549602,59415
74870,59415
86218,59415
86811,59415
106091,59416
121492,59416
121795,59416
20254,59416
4824,59416
63666,59416
79001,59416
121056,59417
1832,59417
1832,59417
45140,59417
4870,59417
122361,59419
18242,59419
500193,59419
22616,59424
27996,59424
41184,59424
99913,59424
118252,59427
28103,59427
78073,59427
16369,59430
10152,59431
121499,59431
121920,59431
500116,59431
100866,59433
109612,59433
109615,59433
109617,59433
115029,59433
115030,59433
118961,59433
121039,59433
121802,59433
121804,59433
121805,59433
13779,59433
14539,59433
4750,59433
52671,59433
67662,59433
67673,59433
84055,59433
88560,59433
88561,59433
88562,59433
88565,59433
88567,59433
121079,59435
121081,59435
121765,59435
3269,59435
3619,59435
97451,59435
120344,59436
120345,59436
26299,59436
54582,59436
112276,59437
28089,59437
8045,59437
82207,59437
24186,59441
96244,59441
111022,59442
121109,59442
44113,59442
12604,59445
130871,59445
506682,59445
507044,59445
68716,59445
112282,59446
121452,59446
121453,59446
25948,59446
49624,59447
501475,59447
502599,59447
503658,59447
506671,59447
519277,59447
112284,59449
112294,59449
121108,59449
22039,59449
62239,59449
62239,59449
115243,59450
131456,59450
9509,59450
112283,59451
118602,59451
118603,59451
118604,59451
112320,59452
121279,59452
125860,59452
12693,59452
60922,59452
91182,59452
23571,59453
121766,59455
121773,59455
66651,59455
98929,59455
116015,59456
121100,59456
127761,59456
14690,59456
49653,59456
93182,59456
97696,59456
110718,59457
123472,59457
33291,59457
112502,59460
118272,59460
118274,59460
30367,59460
57684,59460
58014,59460
95767,59460
100934,59461
112285,59461
123880,59461
15740,59462
53515,59462
48117,59465
53797,59465
9709,59465
121646,59469
124363,59469
12497,59469
16312,59469
25887,59469
121086,59470
122267,59470
122268,59470
122270,59470
23582,59470
58275,59470
78889,59471
8702,59471
9024,59471
11387,59473
121133,59473
16980,59473
12383,59474
124408,59474
5016,59474
502996,59474
504613,59474
9634,59474
116883,59478
125508,59478
5580,59478
84482,59478
84482,59478
95294,59478
15738,59482
17330,59482
19938,59482
99205,59482
120399,59483
134964,59483
14570,59483
1904,59483
500560,59483
85921,59483
93406,59483
119552,59484
24640,59484
80690,59484
10502,59485
106235,59485
121953,59485
91683,59485
112302,59491
112303,59493
112311,59493
44459,59493
90617,59493
112312,59499
119737,59499
119738,59499
125147,59499
63227,59501
10882,59503
45152,59503
82412,59503
91936,59503
91936,59503
110564,59511
112549,59511
120763,59511
134872,59511
503160,59511
18118,59513
112231,59516
86032,59516
11681,59517
121667,59517
126005,59517
26420,59517
81176,59517
95488,59517
112326,59520
121118,59520
134846,59520
17595,59520
503742,59520
9509,59520
8219,59523
12618,59526
13351,59526
14990,59526
58310,59526
6896,59526
118726,59532
131398,59532
54588,59532
54589,59532
94091,59532
99774,59532
500765,59541
503040,59541
507517,59541
507518,59541
749415,59541
120816,59544
120817,59544
131334,59544
131335,59544
134612,59544
15377,59544
37786,59544
37786,59544
66859,59544
76550,59544
78590,59544
84499,59544
100902,59550
112372,59550
122963,59550
33332,59550
36590,59550
135208,59551
15931,59551
8466,59551
112378,59553
112381,59553
112381,59553
72157,59553
101131,59556
126976,59556
16423,59556
104715,59558
104716,59558
111632,59558
121464,59558
130784,59558
135534,59558
62308,59558
91720,59558
109782,59559
134012,59559
76831,59559
9061,59559
95028,59559
13643,59564
56482,59564
112408,59571
118987,59571
132764,59571
24549,59571
26190,59571
9713,59571
115487,59576
53555,59576
8770,59576
108831,59578
124945,59578
17898,59578
4896,59578
56061,59578
11780,59579
2162,59579
95113,59579
112417,59584
8650,59584
112421,59586
124545,59586
57220,59586
112429,59588
112429,59588
124381,59588
124382,59588
5666,59588
57844,59588
112456,59596
112456,59596
120802,59596
29665,59596
29665,59596
57992,59596
121701,59602
41038,59602
519029,59602
552602,59602
112477,59608
106310,59609
122062,59609
122161,59609
134873,59609
16423,59609
503743,59609
126210,59623
30248,59623
30248,59623
3162,59623
3162,59623
53739,59623
82814,59623
82814,59623
112512,59631
35805,59631
99410,59640
16574,59645
2795,59645
63293,59645
105362,59648
105362,59648
132447,59648
138482,59648
71354,59648
108461,59651
108463,59651
25196,59651
2967,59651
125170,59659
125171,59659
130951,59659
130952,59659
131073,59659
138156,59659
43885,59659
74351,59659
41574,59663
112557,59669
122557,59669
135518,59669
136561,59669
510889,59669
121025,59673
122549,59673
122876,59673
123376,59673
128196,59673
133050,59673
503337,59673
506767,59673
95621,59673
112561,59684
122468,59684
122469,59684
44668,59684
112583,59697
120097,59697
120936,59697
8108,59697
123691,59718
123696,59718
17926,59718
27976,59718
27976,59718
8421,59718
10292,59720
135518,59720
136561,59720
32464,59720
510885,59720
510886,59720
510887,59720
510888,59720
131332,59729
137791,59729
1717,59729
503900,59729
7700,59729
90616,59729
17531,59733
17531,59733
71558,59733
71558,59733
10010,59735
106206,59735
121053,59735
129843,59735
74588,59735
75144,59735
106390,59738
126904,59738
130640,59738
32012,59738
35939,59738
35939,59738
500077,59738
99607,59738
122539,59741
34805,59741
34805,59741
500071,59741
503778,59741
89394,59741
517981,59744
8057,59744
135637,59757
135638,59757
28893,59757
501911,59757
7559,59757
112615,59767
90604,59767
113263,59769
31192,59769
14731,59772
21508,59772
29756,59773
567901,59773
95018,59773
69764,59774
27992,59777
46009,59777
113016,59799
40148,59800
58310,59800
6896,59800
113169,59804
2047,59804
63327,59811
115701,59812
115904,59812
22423,59812
503307,59812
100802,59813
46028,59813
11512,59814
86040,59814
113599,59815
121135,59817
121137,59817
26420,59817
81176,59817
95796,59817
99218,59817
99218,59817
116844,59819
120902,59819
12388,59819
3432,59819
36549,59819
36551,59819
50469,59819
50469,59819
113845,59820
106499,59821
130367,59821
26091,59821
45149,59821
105943,59822
114092,59824
114101,59825
114108,59828
114125,59829
72017,59830
62285,59831
114134,59832
114140,59834
114157,59835
11589,59836
11589,59836
7011,59836
114283,59837
12951,59838
3472,59838
77127,59838
86424,59839
9872,59839
12923,59840
18534,59840
91320,59840
9368,59840
11527,59841
29715,59841
50049,59841
114455,59847
2169,59850
114469,59855
114476,59857
114500,59859
114516,59863
36181,59865
604999,59866
2176,59868
8261,59880
115072,59884
115213,59902
111953,59905
115680,59905
123087,59905
126044,59905
134018,59905
139532,59905
2349,59905
115294,59906
19257,59906
509630,59906
90608,59906
84577,59925
11318,59929
50789,59929
81942,59938
115431,59941
22278,59941
54483,59941
82382,59941
1519,59948
115669,59953
115670,59953
12173,59953
106448,59958
110896,59958
121880,59958
128513,59958
129935,59958
62268,59958
7773,59958
12575,59960
91720,59960
62598,59961
115848,59963
23512,59963
67433,59963
16623,59966
54575,59966
33121,59977
4528,59977
82313,59977
20426,59979
554796,59979
63247,59979
87612,59979
125004,59980
130887,59980
139393,59980
46412,59980
22066,59981
71637,59981
116053,59983
12540,59984
87496,59984
89245,59984
107482,59985
11694,59985
116056,59986
25927,59988
25927,59989
116058,59990
19665,59991
116059,59992
85894,59993
106319,59997
108882,59997
54156,60005
116065,60010
24043,60010
95079,60025
116075,60046
116079,60047
1580,60048
29283,60048
31331,60923
3391,60923
34112,60923
70042,60923
26345,60927
4674,60962
107332,60969
46197,60969
116064,60970
16485,60970
31239,60970
85548,60970
22635,60971
25196,60971
2967,60971
3106,60971
12740,60979
20217,60979
31049,60984
36202,60985
78280,60985
18914,60987
511095,60987
40239,61001
53808,61001
44527,61007
60922,61007
91540,61007
35588,61013
44025,61013
9318,61013
29737,61050
32939,61050
3433,61050
40962,61050
15616,61051
3103,61051
4761,61051
8583,61051
14017,61079
23021,61079
106237,61080
14294,61080
66597,61081
3047,61083
110648,61088
24747,61088
35130,61088
25198,61092
14896,61093
3103,61093
4761,61093
116091,61105
116092,61106
105071,61111
11633,61111
118254,61111
11864,61111
24661,61111
7624,61111
82223,61111
116128,61121
48725,61122
115683,61134
10443,61135
108588,61135
30992,61135
117283,61136
123072,61136
130238,61136
135554,61136
138687,61136
3441,61136
76822,61136
116225,61138
103187,61141
124080,61141
127021,61141
9133,61141
40148,61142
511426,61142
116290,61144
52791,61145
116311,61152
100086,61159
100087,61159
105037,61159
138739,61159
33313,61159
31522,61163
75785,61163
11465,61164
35913,61164
41232,61164
63284,61164
91660,61164
111322,61167
116095,61167
120537,61167
122662,61167
125049,61167
130036,61167
131021,61167
139557,61167
24182,61167
3084,61167
32645,61167
56935,61167
95115,61167
95523,61167
41519,61171
49337,61172
86125,61176
72294,61179
72294,61179
116441,61180
23253,61180
101384,61181
32424,61182
115374,61185
106030,61189
62732,61190
61324,61192
71808,61194
81657,61195
116498,61199
72453,61200
94850,61204
76946,61205
116531,61208
85261,61210
62394,61215
42652,61223
74759,61225
100122,61227
100123,61227
103863,61227
122126,61227
12716,61227
91242,61227
100334,61228
100336,61228
95806,61228
71184,61229
54192,61231
62718,61233
31626,61236
65556,61238
75153,61239
86230,61240
44616,61241
10570,61242
115668,61243
123079,61243
132191,61243
133175,61243
552482,61243
105787,61246
106332,61246
106333,61246
115918,61246
121150,61246
126190,61246
2320,61246
4852,61246
99518,61246
116623,61249
13128,61251
116667,61252
116677,61253
116689,61255
123092,61258
126010,61258
126864,61258
131253,61258
135188,61258
5056,61258
75048,61258
92180,61258
134542,61259
134851,61259
4705,61259
95265,61259
95347,61259
104795,61260
116697,61262
116702,61263
3528,61263
42653,61264
65923,61265
107131,61266
116713,61269
116717,61273
122394,61275
127333,61275
36181,61275
66760,61275
90609,61275
74855,61276
37040,61278
67046,61279
70616,61281
66967,61282
116737,61285
70573,61287
49047,61288
11064,61289
8472,61289
72005,61290
53640,61292
101730,61293
126581,61296
31404,61296
3502,61296
49483,61296
69710,61299
65229,61305
125620,61306
49496,61306
45233,61308
3637,61309
65469,61309
76454,61309
45233,61310
10020,61311
116788,61311
107186,61312
56658,61312
8469,61312
114998,61313
11987,61313
132164,61313
17667,61313
509856,61313
65498,61313
10093,61315
12979,61315
13578,61316
13844,61316
139360,61316
14543,61316
15387,61316
30710,61316
42740,61316
4785,61316
4788,61316
9169,61316
110718,61318
124764,61318
33291,61318
41470,61318
126011,61319
134946,61319
134948,61319
71942,61319
11642,61321
22112,61321
36440,61321
8157,61321
115668,61325
123054,61325
552482,61325
10151,61327
12997,61327
25183,61327
56221,61327
95610,61327
33161,61334
111366,61335
126135,61335
3520,61335
507106,61335
509469,61335
514993,61335
522704,61335
33091,61336
3444,61336
63061,61336
112085,61339
122475,61339
9878,61339
107863,61340
123095,61340
138849,61340
27965,61340
31913,61340
505997,61340
76360,61340
122493,61342
122502,61342
122504,61342
25429,61342
42841,61342
63068,61342
85874,61342
13090,61343
3319,61343
114964,61344
123029,61344
139089,61344
22236,61344
510922,61344
514596,61344
50491,61345
11091,61348
116853,61348
116854,61348
116856,61348
122409,61348
95715,61348
116859,61349
116859,61349
120097,61349
16960,61349
71956,61349
40499,61350
40499,61350
123005,61351
123006,61351
123007,61351
134480,61351
13714,61351
14007,61351
9209,61351
116861,61356
116861,61356
103329,61358
126090,61358
130108,61358
138815,61358
139511,61358
139667,61358
516368,61358
516370,61358
516371,61358
523045,61358
116863,61359
27124,61359
9871,61359
123049,61360
123050,61360
23881,61360
89330,61360
101984,61361
106166,61361
115962,61361
125688,61361
130107,61361
3494,61361
501034,61361
501121,61361
505284,61361
507339,61361
510722,61361
511594,61361
523748,61361
27119,61363
115112,61364
14570,61364
105750,61370
20396,61370
23917,61370
46246,61370
4865,61370
5166,61370
100564,61371
100565,61371
11887,61371
122438,61371
131336,61371
500464,61371
113907,61372
122960,61372
122966,61372
127753,61372
5786,61372
83128,61372
137770,61377
4720,61377
94317,61377
123628,61378
80618,61378
94349,61378
98807,61378
108588,61379
122367,61379
124956,61379
131433,61379
20289,61379
24539,61379
91314,61379
126114,61380
139647,61380
88156,61380
112100,61381
11801,61381
35256,61381
97700,61381
118343,61384
23181,61384
27226,61384
11545,61386
24160,61386
95823,61386
95827,61386
45312,61387
12615,61391
2260,61391
40965,61394
12157,61396
95533,61396
122395,61397
91914,61397
42218,61398
14884,61400
19116,61400
93149,61400
44909,61402
85994,61402
116901,61403
122951,61403
46282,61403
101771,61405
107424,61405
44929,61405
4823,61405
507078,61405
93851,61405
93851,61405
119047,61409
132034,61409
134984,61409
2103,61409
23162,61409
32285,61409
4785,61409
104646,61411
112477,61411
506926,61411
506927,61411
512326,61411
512327,61411
514454,61411
518418,61411
518419,61411
518420,61411
101998,61412
36326,61412
41126,61412
54585,61412
63701,61412
20507,61419
54976,61419
100650,61420
115836,61420
126026,61420
130721,61420
139561,61420
139562,61420
501463,61420
507511,61420
95488,61420
6892,61423
6946,61423
7028,61423
9860,61423
9860,61423
116915,61424
139575,61424
11963,61425
